"Date","Title","Review_Text","Review_Score","Country"
2016-06-12,"But it was so artistically done","The Last Command - in which Jedi twins are born, smugglers are allied, and insane clones are faced down - concludes Zahn's Thrawn trilogy with all the bang you could hope to get from your buck, even if that title did leave me humming Europe's ""The Final Countdown"" for three days.If you haven't been a fan of this series thus far, there's likely nothing I can say here to change your mind. Zahn's still treating intergalactic politics as if it were as exciting as soapy space battles, which does it for me but may not be your cuppa, though as all the author's tight plotting comes to fruition in this novel there is significantly more of the latter than in previous volumes. My main retroactive quibble with this series is its lack of cast diversity - which, to be fair, was not a thing that was really foregrounded in the early 1990s when these books were written - but the total girl power ending to this volume acted as a bit of a balm. (No, really, go back and read that final confrontation again and realize who did all the heavy lifting.)The only truly heartbreaking thing about The Last Command is that it marks the end of Thrawn, who remains one of the best villains I've ever read. (In case you're listening, Timothy Zahn, I would read an entire series on Thrawn. And watch Thrawn movies. Possibly buy a lunchbox.) His departure brings to a close the best trilogy in the 'verse, but remains bittersweet - even if it was so artistically done.",5,"US"
2007-02-09,"Sprint to the End.","Remember Star Wars?  Not that joke of a series that came out with the most recent three movies, but instead that sometimes hokey, sometimes brilliant, always engrossing space opera from the seventies.  Luke Skywalker, hero for millions of boys, Han Solo, dreamed of by girls everywhere, and Darth Vader, feared by all.  That's the series that changed science fiction.  Timothy Zahn loved those movies as much as I did.  Timothy Zahn stayed true to that vision where George Lucas didn't.  The Last Command (Star Wars: The Thrawn Trilogy, Vol. 3) is the conclusion of the best Star Wars story since we first met Luke and Han Solo.As should be, the book is action from beginning to end, but that action is varied and tense.  From light saber duels to Horatio Hornblower sea battles in space to political intrigue and obsessed vindettas.The new characters feel like they were just off camera when Lucas filmed the original movies.  Mara Jade has dreams of fighting Luke.  She's an enforcer for a brilliant smuggler, Talon Kardde.  Talon is a political animal, playing alliances and allegiances like chess moves while remaining likable and understandable.The greatest addition of all is our true villain, Grand Admiral Thrawn.  The reader understands that it's a good thing that Thrawn wasn't around for the rebel victories over the Emperor because the result would have been different.  He's a mastermind, both strategically and tactically, and can only be defeated by underhanded means or overwhelming force.To complicate matters, Thrawn's ally, the insane Joruus C'baoth, is a dark Jedi master trying to turn Luke to the dark side and to possess Leia's children, raising them as the seed to a new  Jedi army.The action doesn't stop and the ending is fantastic.  Pick it up, enjoy it, and remember those good old days. - CV Rick",5,"US"
2010-04-12,"""Your destiny is in your heands...in the end you're the one who makes the decisions""","""Your destiny is in your heands...in the end you're the one who makes the decisions""The final entry in the esteemed Thrawn Trilogy!The Katana fleet is Thrawn's and he has been using it quite liberally--along with a new breed of clones--to slow take back all the ground lost to the New Republic.  The New Republic is scrambling desperately, but to no hope.  The Republic's only chance of warding off the Empire is to destroy the unending supply of Imperial clones.  And it will take the collaboration of long-time enemies to win.NOTE: Spoilers from the previous two novels may appear.I Liked:Another tough section to write as I want to include everything from the previous two novels!In this third book, Zahn steps up the threat of Thrawn by allowing him to capture the Katana fleet and be successful in his takeover of worlds.  Too often, a villain is ""dangerous"" or ""evil"" because the author writes it.  But the villain never does anything that really threatens the heroes and makes the reader wonder who will come out on top.  This is certainly not so with The Last Command.  I was a bit worried earlier on in the trilogy, when Thrawn's expertise was lauded and yet he seemed to fail at every venue.  While this was notable in making Thrawn fallible, it was also possibly hurting his reputation and believability as a true villain.  I shouldn't have worried.  Zahn followed up with a nice little win for Thrawn, and now the stakes are truly high and our heroes do have something real to worry over.I've talked endlessly about the characters, Luke, Leia, and Han, so I won't really add anything, other than they are, as always, fabulous.  I also love how Zahn gets the credit for creating the Solo twins, who would make such an impression in the New Jedi Order and the Legacy of the Force series.  But I also love the path that Mara's story is taking.  In many ways, the Thrawn trilogy is her trilogy.  She grows, from a nomadic smuggler, running from her past, to a Rebel embracing her future.  Mara realizes the Empire is dead and will never return, that the Emperor may not have always told the truth, and perhaps she doesn't want to kill Luke after all.  Her growth in this trilogy is truly amazing.  And while she does tread the Mary Sue line, well, I can handle it.I really like how Zahn brought in the clones and references to the Clone Wars.  While much of our knowledge of the Clone Wars has changed with the prequels, I like seeing how his ideas still fit or can be worked into the ""new"" universe.  It's also interesting to think about how the Force behaves around clones.  I hope someone gets a chance to talk about that.Also, I applaud Zahn for his nice, crisp conclusion.  Not too long and preachy, hopeful, yet tinged with solemnity.  The universe has been saved...but the New Republic still has a long way to go.I Didn't Like:I really have to be nit-picky yet again in order to come up with anything for this section.While I like the clones, Zahn doesn't give them much of a personality (apparently, a plague of being bred in an ysalamiri environment) nor does he give much indication of what happens to them afterwards.The concept of the ysalamiri even seems to have changed since Heir.  In Heir, Luke never senses the dark void the ysalamiri create, allowing himself to be captured.  Here, Luke and Mara can sense that Mount Tantiss is shrouded in darkness, meaning they wouldn't be able to use the Force.Petty, but I was a little perturbed that the Solo-Skywalker clan can jail-break Mara and receive no repercussions.  Just another thing that makes me wonder if the New Republic is going to be quickly corrupted.Dialogue/Sexual Situations/Violence:None.Leia gives birth to her twins and breast-feeds them.Several characters die.  Luke, Han, Lando, Chewie, and Mara are sent to Wayland to destroy the cloning facility.Overall:Some things age well with time, others don't.  I've read a few older Star Wars novels that just haven't quite stood the test of time.  I can happily state that the Thrawn Trilogy isn't one of them.As a review of both the last book and the series as a whole, the Thrawn Trilogy is in short brilliant.  There is no doubt at all that this is Star Wars.  Lightsaber battles, Jedis, Imperials, smugglers, new worlds, new aliens, new technologies, new characters, Han, Luke, Leia, the Force...all are here and are masterfully written.  The minute you begin reading, you are enveloped in the world and are startled when you realize you are reading Star Wars and not watching the movies!  I cannot give these novels enough praise.  If you are a Star Wars fan, these need to be the first novels you read.Brought to you by:*C.S. Light*",5,"US"
2012-04-19,"A great Last Command Kill Luke Skywalker, makes a great final chapter","This book really came together and tied everything from books one and two.  I loved all the intrigue in this book, it's full of different agenda's and they all come together at the end.  The best is Karde's smugglers and Wedge's Rouge squad and how they told each other half truth's cause they didn't know that the could trust each other, and they inadvertently end up helping each other's causes.I love where the Mara Jade story went with her destiny to kill Luke Skywalker, as the Emperor's  Last Command, and the only way to get the Emperor out of her head is to complete the task.Jormark C'Boath has a nice arc, I love the scene's with him and Thrawn each testing themselves, I could have read more of those.I really dug the references to the Clone Wars and the new coming of the clone wars on the horizon.Chewbacca is the stand out from the original star wars crew, the scene's where he think's he has failed his life debt are really great, how he his truly ready to give up his life for the Solo family.I recommend this trilogy it's almost twenty years old and it still holds up to this day, I've heard a lot of hype about this novel and I have to say it exceeded my expectations.",5,"US"
2009-01-25,"Great trilogy! Outstanding climax!","The Thrawn Trilogy by Timothy Zahn is certainly one of the best series in the Star Wars realm. The Last Command is the third book and likely the best, even though the first two are excellent. Grand Admiral Thrawn is one of the best characters ever even if he is on the wrong side. His intelligence, military acumen, and sense of anticipation are unsurpassed. He presents a genuine threat to the Republic forces, and he is great fun to watch in action.The Last Command manages to keep several different, but related stories going throughout the book without confusing the reader. First and foremost, Thrawn has set his sights on destroying the Republic forces and ruling a new Empire. Such an action appears to be well within his capabilities. Second, the rogue Jedi Joruus C'baoth is convinced that he will be the next ruler of the Empire and that Luke, Leia, and Leia's twins will switch to his side and help him fulfill his mission. Third, Mara Jade continues her efforts to understand her true purpose and whether or not she is irrevocably bound to the command in her head that tells her she is to kill Luke Skywalker. Fourth, the smuggler Talon Karrde again plays a major role in this book. He is uncertain of where his loyalties should lie and believes that he only wants to remain neutral and profitable. He quickly discovers that neutrality is just an academic concept if Thrawn thinks your services will be useful to him.The characters in the Thrawn Trilogy are excellent. Of course, we have most of our heroes from the films, plus Thrawn, C'baoth, Karrde, and Mara Jade. During the trilogy we also are introduced to the alien species Noghri. The Empire mistreated them for years, and some of their best warriors were forced to leave their home planet and fight for Thrawn's forces. One actually serves as Thrawn's personal bodyguard. Leia has worked with them so they will understand how the Empire treated them, and she has met with success. The Noghri turn out to be invaluable as security for Han and Leia's twins and also play a huge role in the book's climactic battle.The action moves back and forth from space to Coruscant to Wayland (location of Palpatine's personal storeroom) to the Bilbringi shipyards. The book is paced with surprises and great action. The Thrawn Trilogy is one you will not want to miss, and The Last Command is particularly good.",5,"US"
2008-08-25,"Spot on climax to a great trilogy","The Last Command is the climactic novel in Timothy Zahn's superb Thrawn Trilogy, a series published in the early 1990's that laid the groundwork for much of the Star Wars Expanded Universe that was to come. All of Zahn's carefully constructed plotting comes together here in an action-packed and highly rewarding tale, intertwining the militaristic and precise storyline of Grand Admiral's Thrawn's campaign against the New Republic with the more metaphysical struggles of Luke Skywalker and insane Jedi clone Joruus C'baoth. All the main characters from the Original Trilogy take starring roles alongside Thrawn, C'baoth, smuggler Talon Karrde and ex-Emperor's Hand Mara Jade.Grand Admiral Thrawn has built the armies and resources he requires for a full-out assault on the New Republic. Key to his plans are the clone army he's creating out of Spaarti cylinders, his newly-acquired Katana fleet of Clone Wars-era dreadnoughts, and cloaking shield technology taken from the Emperor's private storehouse of treasures and technology on the hidden planet Wayland. Thrawn's plans for disabling Coruscant are innovative and quite unexpected, making extremely good use of the cloaking shields. As in the first two books, he is generally a step ahead of his opponents, using his careful analysis of people and cultures' artworks to gain a heightened understanding of their motivations and likely courses of action. For some, Zahn's portrayal of Thrawn might verge too close to making him omniscient, but several key errors act to humanize (""Chiss-ize?"") the Grand Admiral and make him more believable. To me personally, Thrawn is one of the most intriguing and entertaining villains in all of the Star Wars stories.Significant portions of this story focus on Talon Karrde and his efforts to unite disparate bands of smugglers against the Empire. Karrde's journey finally takes on aspects of Han Solo's from the films, as Karrde discovers a wellspring of goodness within himself and is finally able to put profit behind helping people and saving the galaxy. It's interesting learning about the struggles for power between the smugglers after the untimely demise of Jabba the Hutt, and the scenes in which Karrde is double-crossed as he attempts to persuade his peers to his side are quite gripping.Luke has come to terms with his disappointment at learning that C'baoth is a power-hungry and insane clone of the real Jedi Master, and in this final volume he takes a more proactive role to set things right. Echoing the days of being Rebels fighting a guerilla war against the Imperials, Luke and his friends violate all sorts of rules to break Mara out of imprisonment on Coruscant and use her to get to Wayland and set the stage for the final confrontation with C'baoth. For her part, Mara must deal with the titular last command of the Emperor's implanted in her head, ordering her to kill Luke Skywalker. Zahn's way of permitting her to deal with this imperative and simultaneously allowing Luke to live is quite unexpected.Of the three books, this one has the most material that is in conflict with the prequel films and later EU, but for the most part everything still hangs together well enough. The clones are portrayed as far more unstable than the ones we met in the films and none of them show any evidence of individual personalities here. There are some timeline things that are a little off, but again, the overall feel of Zahn's story works just fine with everything that has come since.The Thrawn Trilogy is a terrific Star Wars reading experience and fundamentally important to understanding the Bantam series of novels published throughout the 1990s. Zahn continued on to write quite a few more Star Wars novels, fleshing out the stories of Outbound Flight, Mara Jade, and the enigmatic Hand of Thrawn. Highly recommended!",5,"US"
2014-12-17,"Trilogy Completion","Trilogy completed -I will say this, i am happy with the way things did resolve, overall - I have a small disappointment to the end of Thrawn himself, however, it is a logical conclusion, so okay.I do like the end to the Emperor-Mara Jade story-line, as well as the Luke-Mara Jade story-line.The most important thing in a trilogy is that the major story-lines are wrapped up which they were, and the minor ones had enough to conclude themselves, which, I felt that maybe the page count got in the way of some cleaner wrap up moments, but good enough for non-canon expanded universe.Overall, i am happy with this trilogy and would recommend it to fans of the original trilogy looking to segue into expanded universe novels.",4,"US"
2005-09-19,"sets the stage for all Star Wars novels to come","""The Last Command"" is the concluding volume of Timothy Zhan's ""Thrawn"" trilogy.  The conclusion of volume two (""Dark Force Rising"") left the Grand Admiral Thrawn in command of most of the legendary Katana Fleet which had been missing since before the Clone Wars.  Thrawn, working with the mad Jedi Clone Joruus C'Baoth, has also reclaimed a stockpile of the Emperor's cloning technology and Thrawn can now command the Katana fleet manned with a clone army.  In short, this is by far the biggest threat that the fledgling New Republic has faced since Luke Skywalker and Darth Vader deposed the Emperor.  The Dark Jedi C'baoth seeks to turn Luke and Leia to the Dark Side and also to raise Leia's soon to be born children has his apprentices.  The threat to the entire galaxy is very real and could touch every planetary system.The good guys will not let this happen so easily, of course.  Luke has an idea what C'baoth is up to and will not stray from the Light.  He will not betray what he believes to be right.  Leia is preparing for the birth of her children and also seeks to protect herself and her children from the constant attacks.  With Han, Lando, and the Droids, they are all working to keep the New Republic together, even with attacks from within.""The Last Command"" spans the galaxy and features grand space battles,  light saber duels, various alien creatures and some political intrigue.  In short, it is everything that a Star Wars novel should be.  Timothy Zahn really set up the Post-Return of the Jedi novels to have quite a storyline and showed the other authors just how to tell a Star Wars story.  By no means is this a perfect novel, and there are parts that drag far more than it should considering that this is Star Wars, but the good far outweighs the bad and the continued development of Mara Jade is a big plus.  The Thrawn Trilogy is perhaps the perfect place to begin reading the Star Wars novels.-Joe Sherry",4,"US"
2004-02-15,"The Final Chapter in a Fantastic Trilogy","In The Last Command, Hugo-award winning author Timothy Zahn pulls out all the stops. Clones, super-weapons, smuggler alliances, alien warriors, Jedi confrontations, it's all here in the brialliant conclusion to the trilogy that arguable matches Lucas's own original in terms of endearing characters, fantastic action, and pure Star Wars feel.Talon Kardde, Mara Jade's smuggler employer, is working to create a coalition between rivals in an attempt to create another unified front on which to fight the expanding forces of Grand Admiral Thrawn. Mara lies wounded in battle on Coruscaunt, her alliances and hatreds torn by old memories and new suspicions. Han, Leia, and Luke, learning of a secret weapons facility on a remote planet, mount a daring operation to take it down, and to make a stand against the insane Jedi Master, Joruus C'baoth.Thrawn's plans, which we see parts of in the first two novels, come to fruition in this third installment, cementing the Grand Admiral's place in the Star Wars pantheon of fantastic villians. A genius and a ruthless commander, he also manages to make us geniunely wonder what would happen should he succeed in bringing the galaxy under his rule.Zahn's talent is incredibly obvious in this. There are moments while reading where you'll notice an event or character development, and remember from two or three books ago when the whole thing was set in motion. Seemingly unimportant events from the first two books suddenly become very relavent showcasing Zahn's genius in both spectacle and subtlety. The entire trilogy really deserves multiple reads, as you're likely to catch something more each time you finish it.And what a finish it is. There is truly no better way to end the wonderful trilogy than with this installment. It's chock-full of all the lightsaber duels and epic space battles you'd expect from a Star Wars story, but also delivers in terms of characters both large and small. Of note is Mara Jade, one of the most complex and entertaining in the SW universe, and a cahracter that has a conclusion that sets up events years in the future.If you are a Star Wars fan and haven't read the Thrawn Trilogy, you owe it to yourself to check it out. If you've read the first two novels, rest assured that this is necessary to complete a wonderful story. And really, above anything else, it's just more fun than you can imagine to pass up.",5,"US"
2003-10-08,"An absolutely PERFECT ending to this Trilogy...","This series started out perfectly with 'Heir to the Empire' and continued perfectly with 'Dark Force Rising' and 'The Last Command' brought it all together, well, perfectly.  Timothy Zahn has absolutely NO equal when it comes to writing Star Wars novels.  He captured the very essence of what made Star Wars so wonderful in the first place.  Great stories with Fantastic characters and wonderfully drawn bad guys & aliens.  All of that continues with 'The Last Command'.  Every time Han, Leia or Luke speak, it sounds as if it were something the REAL characters would've said had this series been made into movies by George Lucas.  But just as important as all of the old characters are developed, Zahn's new creations are just as essential and intricate to the story.  Everyone from Mara Jade to Talon Karrde and his band of smugglers, and possibly the best bad guy created in the Star Wars Universe, Grand Admiral Thrawn.  He's so good at being bad you almost root for the guy--ALMOST.ALL the loose ends are tied up nicely in this last book.  The Nohgri make critical revelations that will turn the tide on the success of the Empire, Mara Jade discovers a way to end her maddening dreams of fighting Luke Skywalker, and how will the Alliance handle a new threat of clones to man the Dark Force of ships recovered at the end of book 2?  Sure, it takes YEARS to amass a number of clones, right?  Or has Thrawn figured a way around that, too?  Discover for yourself why Timothy Zahn has the best reviewed Star Wars books here at amazon.com.  There is a reason why people love his books.  If you are a true Star Wars fan, you should find out for yourself.  I also recommend the Hand of Thrawn 2-book series that Zahn wrote a few years later, and while head & shoulders above the average and even above-average Star Wars fare out there, they too fall short of his original trilogy.  I think I'm going to go out and re-read this series yet again.",5,"US"
2005-11-09,"Concludes One Of Star Wars's Best Sagas In Grand Fashion","The coclusion to the Thrawn Trilogy finds the situation beginning to grow desperate for the New Republic as the Empire - under the leadership of Grand Admiral Thrawn and empowered by recently recovered technology of Emperor Palpatine's, including the cloning devices - continues its devastating resurgence.  Meanwhile Thrawn's ally Jorus C'baoth puts his own plans into full effect, posing a different - and brilliantly unexpected - threat to the Republic.  As well written as ""Heir to The Empire"", ""Last Command"" starts off with the kind of instantly captivating opener that ""Star Wars: A New Hope"" did, and moving through multiple major events in the Star Wars Universe, the book seems to go by quicker than a novel of more than 400 pages should, and brings the trilogy to a masterful conclusion - on a scale on par with the movie endings - while still leaving numerous doors open for the future Star Wars tales to come.  Great characterization, as in the whole trilogy, epic battles, fantastic concepts, and more time to explore the behind-the-scenes diplomatic/political/strategic workings of the conflict, as well as more time for the personal lives of a number of the characters, than the movies generally got to do with their 2 hours or so of running time each.  This book and the trilogy does what the successive movies do - compliment each other's features, provide whatever 'backcompensation' is needed ('The Phantom Menace"", I believe, got a Lot better once you could see it with the retrospect thast comes from seeing Episodes 2 & 3; ""Last Command"" compensates for some minor missteps in ""Dark Force Rising"") and makes the whole Star Wars mythos even better.  Great book!",5,"US"
2009-05-28,"Good Until Near The End","In my view this was one of the best of the Thrawn Trilogy's books, which was in turn one of the best Star Wars novels I've read. It built and built to a very climactic and devastating finish. However, the end is where problems arise for me.The Luke/Mara relationship and their team's work are very quickly skipped over at the end. While I liked how the final battle in the throne room went, the aftermath seemed rushed.However, how Thrawn was dealt with was not good. Thrawn is a character of such excellence and skill that Zahn wrote himself into a hole. There was no logical reason for the Empire to lose that final battle. After spending a quarter of the novel building up this trap, it all ends far too quickly. The betrayal was, I admit, a good idea, building through all three books. However, the suddenness of it happening, and the way the Imperials just turned and fled after the loss of Thrawn reeks of a plot contrivance.I loved Thrawn as a character, and it felt wrong that he was just dispatched so quickly. As I said, it shows that the author had a hole he got himself into. The Republic could not beat the military genius head to head, so he had to call upon the big betrayal. This might well have worked if it was handled better.Overall, I drop it one star for this rushed ending to an otherwise great story.",4,"US"
2015-03-12,"The exciting conclusion to reenergize the saga.  It was a book that appeared to be longer but it was quicker to read than the pr","Book 3 of the Thrawn TrilogyThe New Republic struggling to keep Thrawn from destroying what has been so valiantly and hardly fought, but internal struggles are arising by lack of confidence in some of their leaders along with interests from the political players.A hidden clone facility has been discovered, one that is able to supply soldiers at a faster pace. The Dark Jedi C'baoth has been able to produce a Luke clone, Luuke, that he is able to control but is still trying to get a hold of Luke, Leia and her newborn twins.Will Mara fulfills Palpatine's Last Command and kill Luke Skywalker? an order that she has dreamt for more than 5 yearsThe exciting conclusion to reenergize the saga.  It was a book that appeared to be longer but it was quicker to read than the previous two. When it was initially released, I had to re-read the previous two chapters since there was a year in between releases. My expectations were met and was not disappointed while reading it, fast pace action and some twists along the way. Storytelling at its best, considered for years as Episodes 7 , 8 and 9 and even before the new Episode 7 hits theaters in 2015 fans we clamoring for Thrawn to make to the screen (we still do and hope it happens). For me the Thrawn Trilogy is the book series that made me rediscover Star Wars and await for more stories to be told",5,"US"
2004-02-24,"Zahn's Best!","Timothy Zahn has written many books, yet his most powerful, most captivating, and most brilliant book would have to be The Last Command.  This is the 3rd book in the Thrawn Trilogy.An important factor of the Thrawn Trilogy is that the remaining Grand Admiral, Grand Admiral Thrawn, hopes to amass an army from the shattered remnants of the Imperial fleet, and with this army crush the young, vulnerable New Republic.  The trilogy takes place five years after ROTJ.Thrawn is a strategic genius.  The Emperor wanted to keep him secret, so he was never discovered.  Thrawn is so brilliant that the rebels  would have been pulverized in the space battle taking place above the moon of Endor.The whole trilogy brings you through breath-taking moments, with so much action it's unbelievable.  Zahn brings the world of Star Wars back so beautifully that you could see this as a movie.There are many awesome moments in the book.  I don't want to give away too much, but Leia gives birth, and a clone of Luke is produced.  It is just as powerful as him, maybe even more.  Luke's severed hand from ESB is found, and it's used to reconstruct him with clone pods found and exploited by Thrawn.  The cloning pods are from AOTC, having been hidden by the Emperor.This book is absolutely wonderful.  I will say that some characters meet untimely demises.  Timothy Zahn reconstructed the whole story with a better, more malevolent villain.  Read these books, AND MAY THE FORCE BE WITH YOU!!!",5,"US"
2012-03-18,"Strong finish, if somewhat anti-climatic","!!!!!SPOILERS BELOW!!!!!The Last Command is one of those books that you go into thinking it will be a wild ride.  Sadly, I was a little let down.  The story itself was solid enough but I wasn't ""hooked"" until the last 1/4 of the book.  The first 3/4 of the book was slow and drug slightly but not nearly enough to dampen my experience.  Another gripe is that it is clear this is early in Zahn's career as there were times thoughout the whole trilogy that showcased his writing immaturity.  Most notably would be constantly overusing certain phrases such as ""felt his/her lip twist"" or ""he/she mentally crossed his/her fingers.""The reason I say that the novel is anticlimatic is because I would have had no clue I was getting close to the end had I not had the % on my Kindle displayed.  The last major battle is literally a small conflict over a piece of equipment that the New Republic didn't even need!  I thought that the manner in which Thrawn died was great, but there was NOTHING leading up to it.  For as great and fleshed out as that character was I wished he would have had a more memorably exit.  I also didn't buy Mara Jade easily dispatching clone Luke in 2 seconds, while the JEDI KNIGHT ""real"" Luke had struggled with him the entire fight.With that being said, Zahn captured the Star Wars Universe perfectly.  These characters were clearly the ones that I have grown to love and he somehow found a balance between keeping the characters true to themselves and also developing them as the story went on.  His new characters in Thrawn, Mara Jade, Joruus, and even Pellaeon were all great and felt like they belonged in the Universe.I ended giving this novel a 7/10 which I round up to 4 out of 5 stars because I truely did like the book and would recommend the books to any Star Wars fan.P.S. If I was rating this book on the Kindle transfer it would have been a 3/10 because there were SOOOOO many inexcusable mistakes throughout the entire series.",4,"US"
2008-05-18,"A fitting end to a superb series!","The Last Command wraps up all of the loose ends that were established in the other two novels in the series.  Mara Jade's character is redeemed and from her memorable introduction, to her fight alongside Luke in Myyrkr forest, to her battle with him against C'boath, her character comes full circle and her ties to the Dark Side are finally severed.Having certain plot points established early on helped when the book took some surprising turns!  I was not expecting them and it made this book the most exciting of the three.  I have read many of the Expanded Universe Novels and none of the ones I've read come close to this series.The Star Wars novel franchise is an interesting one, but it holds little interest for me much beyond this time-line in the Star Wars saga.  5 Years after Return of the Jedi is plenty of time to tell a new story about our beloved heroes.  But the Expanded Universe has stretched out into 50 or so years after.  Honestly these poor characters can't live in peace, because the publishers need to sell more novels.  I likely won't be reviewing the other novels as they don't really compare with the ones I've already noted.I apologize for the derailment, but I just needed to share that with those that may have been following my book reviews on Star Wars.  Thanks!  This is a wonderful read and all the character's story arcs are resolved in a exciting and logical fashion.",5,"US"
2000-09-04,"Mediocre at Best","I read ""Heir To The Empire"" when it first came out in the early  90's and was so dissapointed that I never bothered to read to rest of the  series - until now.  I have been so enthralled by ""The New Jedi  Order"" series, that I decided to take another look at Zahn's series.  ""The Last Command"" is by far the best of the three books, but it  still left me with a bad taste in my mouth.I am not impressed with  Zahn's style of writing in this series at all.  It appears to me that he  wrote all three books on a whim and put little, if any, preparation into  his work at all.  The way the characters jumped around from one planet to  the next and then back again reminded me of the fuzzy movement of the  camera in ""The Blair Witch Project.""  I wondered how much more I  would have liked these books had Salvatore, Stackpole, or even Bear written  them.C'Baoth was by far the most idiotic character ever to be introduced  into the Star Wars genre and was the primary reason I couldn't finish the  series origonally.  I found myself thinking less of Luke and Mara because  they had such a tough time defeating him initially. I would have much  rather seen a new villian that was perfectly sane and dripping with evil.  The evil master in this series was nothing more than a bad joke.  Also I  was dissapointed to see a description of Corsecant that had mountains and  wilderness.Some good points:  1) The introduction of Mara Jade.  Zahn  makes up for his idiotic creation of C'Baoth by providing us with our first  look at Mara Jade.  She is a welcome addition to the genre. 2) A glimpse at  the mysterious ""Clone Wars"" - though given the lame description  of Corsecant I wonder how much of it will be applicable in episodes II and  III.",3,"US"
2004-06-28,"the series that revived the Star Wars empire [no spoilers]","""The Last Command"" is the third and final novel in ""The Thrawn Trilogy"" approximately five years following ""Return of the Jedi"".  The originality and creativity in the series is deep, filled with strange creatures and compelling heroes and villains.Grand Admiral Thrawn is an ingenious, calculating and efficient villain, someone the New Republic should fear.  The creative ways he uses items at his disposal are amazing.  Although he is with the Empire, his charisma and composure has me cheering to succeed whenever engaged in combat.  Conversely, the spontaneous ravings of insane Jedi Master Joruus C'baoth form a scary image compared with the serene Emperor.  Smuggler Talon Karrde reminds me of a pre-Rebellion Han Solo but with a Jabba the Hutt sphere of influence.  While Star Wars hasn't been overly political, politics play a minor part in the developments and brings more depth to an otherwise action oriented plot.Action fills the concluding novel, with surprises and well-timed heroics.  I highly recommend this series above all others to any fan of the Star Wars universe.Thank you.",5,"US"
2000-12-11,"What an Excellent book!","I just finished this book last night, and I have to say it was definitely the best of the trilogy.  It was so good I just wanted to stay up all night and read it!  The writeing was great and very discriptive so that I could truly feel what the characters were feeling.  The characters themselves were very well developed, I thought, new and old ones alike.  I'll admit that I really didn't care much for Thrawn in the other two books, because he seemed like just a boring guy who sat in a chair and handed  out orders and looked smart.  It wasn't until this book that I began to realize the extent of his briliance and appreciate him as a villian and as a character.  I was actually sad when he died.  Mara was awesome right from the begining though.  She is definitely one of my favorite characters in the Star Wars universe.  I thought the solution to her problem was ingenous, and I loved the way her character developed over the course of this series, and how it turned out in the end.  This trilogy were definitly the best Star Wars books I have ever read,  and I would reccamend them to anyone, children and adults alike.",5,"US"
2000-12-01,"The greatest Star Wars story ever!","This is without a doubt the greatest Star Wars adventure ever - this novel not only turned me into a hardcore Star Wars fan, it also launched the reemerging fascination with SW among the general public, a fascination that would reach its height for the release of Episode I.  I would give this book 100000000 stars if I could.There are really no flaws with this book.  Zahn incorporates off-handedly mentioned aspects of SW, such as clones and cloaking shields, and intertwines them with new ideas of his own.  The action is incredibly well-written (probably the best I have ever read) and Zahn captures the spirit of Star Wars wonderfully.  You really can hear John Williams' soundtrack.Of special note are the new characters that, in my mind, might as well be part of the original trilogy.  Mara Jade and Grand Admiral Thrawn are particuarly intriguing characters, though the various smugglers and Niles Ferrier are also some of my favorites.And while the action is well-written, the dialogue scenes are also simply awesome, such as the tension between Thrawn and C'baoth.  This book also has one of the best endings ever.  It is a horrible shame that no other authors were able to capture the spirit and pace of this book.I don't know if I'd like to see this made into a movie, as some reviewers say, but if you read one SW book, this should be it.",5,"US"
2010-09-09,"A masterpiece","I first read this book 15 years ago, and it hasn't lost its magic. While much of the rest of the Star Wars Expanded Universe has become bogged down with irrelevant characters and unrealistic plot twists, Timothy Zahn's Heir to the Empire Trilogy actually manages to recapture the feeling of the original Star Wars trilogy. The original characters all play great roles and the ploy is well paced. More important, this book introduced several of the Expanded Universe's most beloved characters, from Mara Jade to Grand Admiral Thrawn. I did think Zahn did go a bit overboard with C'baoth at the end. However, Thrawn's ending is easily one of the most dramatic of any in the Expanded Universe. Overall, this trilogy is required reading for any Star Wars fan (the other books - not so much). Too bad there hasn't been anything to match this since the early 1990s.",5,"US"
1998-06-14,"An extremely good book for SW fans or not - action packed","I rarely give out five stars, but this book raelly deserved it. Zahn did an excellent job from begining to end. Loads of action especially during the battle between Skywalker,Mara, and C'baoth.Two of my favorit scenes is when Trrawn sends out his elite forces after Leia and her twins. The other is when Luke and Mara battle the literally insane Jedi Master C'baoth.Lando Calrissian one of the over looked character in the Star Wars books that I've read many has a very impotant part in protecting Leia, as well as the Noghri.I like this part< because it's awesome how Thrawn infiltrates the Rebel base located on Coruscant in the palace of the late emperor Palpatine. I like the battle between Master C'baoth,Luke, and Mara, because it has a lot of action and an interesting plot turn lots of rock falling. There even a Luke vs. Luke battle. The ending is also very uique, some may say it's simple maybe those of you who like big explosions where the enemy could always survive. However Thrawn's end is pretty up close and personal.The only thing I can find possibly bad about this series is that Tommothy Zahn and this series may be slightly over rated but I think it's well desrved.",5,"US"
